GPS纬度,GPS经度,谷歌地图纬度,谷歌地图经度,百度纬度,百度经度,地址,邮编,关键词
40.8410834107,111.7420292118,40.8425281817,111.7489493111,40.848422,111.755512,内蒙古自治区呼和浩特市新城区新华东街1号,-,内蒙古自治区 呼和浩特市
40.6560267291,109.8342594372,40.6571825993,109.8399832712,40.662929,109.84654,内蒙古自治区包头市昆都仑区钢铁大街29号,-,内蒙古自治区 包头市
39.6547400613,106.7892312745,39.6556983004,106.794010971,39.662006,106.800395,内蒙古自治区乌海市海勃湾区,-,内蒙古自治区 乌海市
42.2536298432,118.8828766526,42.2555675831,118.8890457333,42.261688,118.895522,内蒙古自治区赤峰市松山区玉龙大街,-,内蒙古自治区 赤峰市
49.2101584451,119.7586345805,49.2121244375,119.765994562,49.218446,119.772367,内蒙古自治区呼伦贝尔市海拉尔区满洲里路59号,-,内蒙古自治区 呼伦贝尔市
46.0801456549,122.0318874263,46.0820880069,122.037965312,46.088464,122.044361,内蒙古自治区兴安盟乌兰浩特市,-,内蒙古自治区 兴安盟
43.9309169794,116.0411768815,43.9330727115,116.0479735991,43.939424,116.054388,内蒙古自治区锡林郭勒盟锡林浩特市,-,内蒙古自治区 锡林郭勒盟
40.9928536556,113.1257489329,40.9946271778,113.1330284482,41.00075,113.139468,内蒙古自治区乌兰察布市集宁区,-,内蒙古自治区 乌兰察布市
39.6072171063,109.7753077014,39.6082421708,109.7810315354,39.614483,109.787441,内蒙古自治区鄂尔多斯市东胜区,-,内蒙古自治区 鄂尔多斯市
40.7416779706,107.3824018123,40.7431127259,107.3879861715,40.749358,107.3944,内蒙古自治区巴彦淖尔市临河区,-,内蒙古自治区 巴彦淖尔市
38.8514794334,105.7247007113,38.8520476064,105.7289761525,38.858277,105.735373,内蒙古自治区阿拉善盟阿拉善左旗民主路,-,内蒙古自治区 阿拉善盟
22.8189739942,108.3629386575,22.8162791968,108.3669941575,22.822607,108.373454,广西壮族自治区南宁市青秀区嘉宾路1号-9楼,-,广西壮族自治区 南宁市
25.2397591753,110.1923991317,25.2369690853,110.1970125312,25.242887,110.203545,广西壮族自治区桂林市临桂县人民路220号,-,广西壮族自治区 桂林市
24.3284251266,109.4233841428,24.3257415908,109.4279921779,24.331961,109.434425,广西壮族自治区柳州市城中区文昌路66,-,广西壮族自治区 柳州市
23.4795703001,111.2738686258,23.4769822285,111.2789701873,23.482746,111.285518,广西壮族自治区梧州市长洲区新兴三路1号,-,广西壮族自治区 梧州市
23.1145646397,109.5947878397,23.1116735353,109.5989774502,23.117448,109.605516,广西壮族自治区贵港市港北区中山北路888号,-,广西壮族自治区 贵港市
22.6565331379,110.1775160484,22.6537510276,110.1819953375,22.659831,110.188453,广西壮族自治区玉林市玉州区,-,广西壮族自治区 玉林市
21.9837883841,108.6502449023,21.9808933978,108.6539839017,21.986593,108.66058,广西壮族自治区钦州市钦南区永福东大街11号,-,广西壮族自治区 钦州市
21.483439868,109.1156812712,21.4810589069,109.11997817,21.486836,109.126531,广西壮族自治区北海市海城区和平路108号,-,广西壮族自治区 北海市
21.6891878449,108.3500090735,21.6866905378,108.3539894717,21.693005,108.36042,广西壮族自治区防城港市港口区,-,广西壮族自治区 防城港市
23.9053894532,106.6145957319,23.9024813123,106.6179967729,23.908187,106.624588,广西壮族自治区百色市右江区向阳路6号,-,广西壮族自治区 百色市
24.6957612199,108.0807432461,24.6930075955,108.0849972296,24.698912,108.091503,广西壮族自治区河池市金城江区新建东路13号,-,广西壮族自治区 河池市
24.4065528674,111.561865173,24.4035388475,111.5669989211,24.40945,111.573524,广西壮族自治区贺州市八步区贺州大道1号,-,广西壮族自治区 贺州市
29.6467562663,91.1127382311,29.6440615826,91.1143046412,29.65004,91.120823,西藏自治区拉萨市城关区太阳岛一路10,-,西藏自治区 拉萨市
31.478437403,92.0496217678,31.4762002519,92.0508984993,31.482438,92.057343,西藏自治区那曲地区那曲县G317(浙江西路),-,西藏自治区 那曲地区
31.136757393,97.1786031469,31.1344249133,97.1791288599,31.140576,97.185582,西藏自治区昌都地区昌都县聚盛路,-,西藏自治区 昌都地区
29.6508813004,94.3603294243,29.6481959409,94.361493503,29.654042,94.368054,西藏自治区林芝地区林芝县广福大道,-,西藏自治区 林芝地区
29.240086764,91.770978663,29.2370160536,91.7721963859,29.243027,91.778679,西藏自治区山南地区乃东县,-,西藏自治区 山南地区
29.2663912331,88.8829221375,29.2631389163,88.8849606164,29.269023,88.891486,西藏自治区日喀则地区日喀则市珠峰路41,-,西藏自治区 日喀则地区
32.5035818513,80.1039715488,32.5011118219,80.1061870535,32.506866,80.112781,西藏自治区阿里地区噶尔县文化中路,-,西藏自治区 阿里地区
38.4860750644,106.2275815534,38.4865411966,106.231991105,38.492462,106.238496,宁夏回族自治区银川市金凤区,-,宁夏回族自治区 银川市
38.9831551927,106.3792875178,38.9839892106,106.3839974768,38.989683,106.390597,宁夏回族自治区石嘴山市大武口区香山路,-,宁夏回族自治区 石嘴山市
37.9968572983,106.1945867984,37.9974111374,106.1990017144,38.003713,106.205367,宁夏回族自治区吴忠市利通区,-,宁夏回族自治区 吴忠市
36.0160098142,106.2377919829,36.0158362399,106.2419976866,36.021619,106.248575,宁夏回族自治区固原市原州区,-,宁夏回族自治区 固原市
43.8233387607,87.6151748524,43.824546353,87.618017994,43.830763,87.624438,新疆维吾尔自治区乌鲁木齐市水磨沟区,-,新疆维吾尔自治区 乌鲁木齐市
45.5791065416,84.8868763043,45.5799175347,84.8892795636,45.585674,84.895898,新疆维吾尔自治区克拉玛依市克拉玛依区迎宾路60号,-,新疆维吾尔自治区 克拉玛依市
39.4699036226,75.9869234264,39.4701231007,75.9898684919,39.476098,75.996395,新疆维吾尔自治区喀什地区喀什市解放北路46号,-,新疆维吾尔自治区 喀什地区
41.1678916931,80.2583288861,41.1688729483,80.260496111,41.175029,80.266939,新疆维吾尔自治区阿克苏地区阿克苏市南大街5,-,新疆维吾尔自治区 阿克苏地区
37.1145385665,79.9201825141,37.114196325,79.9220922469,37.120447,79.928511,新疆维吾尔自治区和田地区和田市塔乃依北路3号,-,新疆维吾尔自治区 和田地区
42.9497882952,89.1866703472,42.9513470873,89.1895242176,42.957303,89.196029,新疆维吾尔自治区吐鲁番地区吐鲁番市绿洲东路495号,-,新疆维吾尔自治区 吐鲁番地区
42.8337940087,93.5183582824,42.8353007601,93.5199461501,42.841139,93.526509,新疆维吾尔自治区哈密地区哈密市融合路,-,新疆维吾尔自治区 哈密地区
39.7141222668,76.1647114551,39.7145555776,76.1677799022,39.720471,76.174313,新疆维吾尔自治区克孜勒苏柯尔克孜自治州阿图什市帕米尔路西1院,-,新疆维吾尔自治区 克孜勒苏柯尔克孜自治州
44.9050125134,82.0632050794,44.9060232596,82.06647201,44.912196,82.07291,新疆维吾尔自治区博尔塔拉蒙古自治州博乐市青得里大街199,-,新疆维吾尔自治区 博尔塔拉蒙古自治州
44.0098099698,87.3052927078,44.0111140233,87.3083772482,44.016853,87.314999,新疆维吾尔自治区昌吉回族自治州昌吉市延安北路67号,-,新疆维吾尔自治区 昌吉回族自治州
41.7626070604,86.1426158265,41.7641236262,86.1452873067,41.770286,86.151711,新疆维吾尔自治区巴音郭楞蒙古自治州库尔勒市巴音东路,-,新疆维吾尔自治区 巴音郭楞蒙古自治州
43.9155582573,81.3209616573,43.9168026739,81.3239925535,43.922722,81.330542,新疆维吾尔自治区伊犁哈萨克自治州伊宁市解放南路65,-,新疆维吾尔自治区 伊犁哈萨克自治州
46.7444791923,82.9774261388,46.7451887116,82.9805804166,46.750947,82.987233,新疆维吾尔自治区塔城地区塔城市新华路,-,新疆维吾尔自治区 塔城地区
47.8436849801,88.1379383975,47.8450135899,88.1413072519,47.850729,88.147926,新疆维吾尔自治区阿勒泰地区阿勒泰市解放路8号,-,新疆维吾尔自治区 阿勒泰地区
39.893540539,116.4141912164,39.894939963,116.4204246702,39.901015,116.426913,北京市东城区崇文门外大街100号3层,-,北京市 崇文区
39.8859189983,116.3229384199,39.8872198301,116.3290538565,39.892903,116.335712,北京市西城区马连道中街一区5号,-,北京市 宣武区
39.919261045,116.4367806571,39.9206434,116.4429926532,39.926373,116.449562,北京市朝阳区神路街33号,-,北京市 朝阳区
39.8573661459,116.279965455,39.8585892986,116.2859896964,39.864938,116.292404,北京市丰台区文体路3号,-,北京市 丰台区
39.904446875,116.216935053,39.9056855976,116.2230022098,39.911353,116.229612,北京市石景山区石景山路118号,-,北京市 石景山区
39.9581472997,116.2928752584,39.9594013838,116.2989424152,39.965488,116.305438,北京市海淀区长春桥路17号,-,北京市 海淀区
39.9390775559,116.0946727936,39.9404759587,116.1010028069,39.946148,116.107604,北京市门头沟区新桥大街51,-,北京市 门头沟区
39.7467012816,116.136772861,39.7480625141,116.1430277724,39.754327,116.149447,北京市房山区政通路1号,-,北京市 房山区
39.9086893818,116.6511308837,39.9097715641,116.6569780995,39.916019,116.663413,北京市通州区新华北路161号,-,北京市 通州区
40.1290043392,116.6490991991,40.1300953423,116.6549732368,40.136352,116.661427,北京市顺义区府前中街3号,-,北京市 顺义区
40.2193868047,116.224929049,40.2206361074,116.2310176635,40.226413,116.237616,北京市昌平区政府街19号,-,北京市 昌平区
39.7255594634,116.335870514,39.7268674515,116.341991315,39.732555,116.348628,北京市大兴区市场街205号,-,北京市 大兴区
40.31517075,116.6261358763,40.316262949,116.6319938208,40.322618,116.638386,北京市怀柔区府前东街15号楼-1单元-101号,-,北京市 怀柔区
40.139188824,117.114425679,40.1406159378,117.1209863623,40.146949,117.127378,北京市平谷区府前街7号,-,北京市 平谷区
40.375066345,116.836974099,40.3762474862,116.8430197981,40.382175,116.849551,北京市密云县鼓楼西大街3,-,北京市 密云县
40.4552914336,115.9689008259,40.4564834179,115.9749787115,40.462171,115.981635,北京市延庆县湖北西路1号,-,北京市 延庆县
31.1900748482,121.4323637364,31.1882116893,121.4369932292,31.194557,121.443395,上海市徐汇区漕溪北路348号,-,上海市 徐汇区
31.2224249158,121.4193485672,31.2205900677,121.4239887888,31.226847,121.430451,上海市长宁区长宁路634号,-,上海市 长宁区
31.2293466622,121.4423820827,31.2274888782,121.4470008466,31.233845,121.453429,上海市静安区常德路352号,-,上海市 静安区
31.2510561546,121.3923396098,31.2492262811,121.3969798314,31.254974,121.403573,上海市普陀区大渡河路1668号,-,上海市 普陀区
31.2491597309,121.4549063225,31.2472748231,121.4594821711,31.253373,121.465963,上海市闸北区大统路480,-,上海市 闸北区
31.2660976382,121.5005620406,31.2641122547,121.5050091431,31.269746,121.511585,上海市虹口区飞虹路500号,-,上海市 虹口区
31.2616857284,121.5216280783,31.2596407369,121.526000079,31.265524,121.532516,上海市杨浦区江浦路549号-901室,-,上海市 杨浦区
31.1150860311,121.3773728526,31.1131847555,121.3819916165,31.118842,121.388616,上海市闵行区沪闵路6258号,-,上海市 闵行区
31.4065506198,121.485507364,31.4046460213,121.4900027463,31.41028,121.496566,上海市宝山区密山路4号,-,上海市 宝山区
31.3764658434,121.2615502698,31.3745056777,121.2659866435,31.380156,121.272591,上海市嘉定区嘉戬公路93号,-,上海市 嘉定区
31.223219851,121.5396985808,31.2211051854,121.5440008441,31.227349,121.550455,上海市浦东新区世纪大道2001号-1号楼-15楼,-,上海市 浦东新区
30.7439111472,121.3374528159,30.741735101,121.3419696559,30.747853,121.34848,上海市金山区金山大道2000,-,上海市 金山区
31.0331343986,121.2235883195,31.0310338783,121.2280139644,31.037134,121.234476,上海市松江区园中路1号,-,上海市 松江区
31.1515871079,121.1193939986,31.1497095869,121.1239966693,31.155454,121.130551,上海市青浦区公园路100号-11楼,-,上海市 青浦区
31.046502781,121.7544529942,31.0443978856,121.7588089016,31.050286,121.765322,上海市浦东新区,-,上海市 南汇区
30.9199070122,121.4694842871,30.9178176555,121.4740011271,30.92372,121.480504,上海市奉贤区解放东路928号,-,上海市 奉贤区
31.6245702704,121.3923068914,31.6228254511,121.3969846639,31.628569,121.403555,上海市崇明县人民路68号,-,上海市 崇明县
39.108451912,117.2167303252,39.1094550545,117.2230120587,39.115717,117.229417,天津市河西区绍兴道4号,-,天津市 河西区
39.1370876431,117.1435709414,39.1382236594,117.1499706921,39.144107,117.15652,天津市南开区黄河道390号,-,天津市 南开区
39.1466443527,117.190668613,39.1477136379,117.1969986263,39.153484,117.203591,天津市河北区狮子林大街284号-211室,-,天津市 河北区
39.1662467313,117.1445587062,39.1673989012,117.1509638213,39.173286,117.157517,天津市红桥区勤俭道206号,-,天津市 红桥区
39.0264897114,117.6590396245,39.0272940839,117.6651979764,39.032985,117.671848,天津市滨海新区向阳北支路156号,-,天津市 塘沽区
39.240363174,117.7748720572,39.2414184746,117.7811806128,39.247088,117.787789,天津市滨海新区四纬路312号,-,天津市 汉沽区
38.8402925272,117.4560151331,38.8412410056,117.4624792568,38.847497,117.468863,天津市滨海新区振兴路20号,-,天津市 大港区
39.0855371205,117.3076317916,39.0865490182,117.3139832625,39.092332,117.320568,天津市东丽区跃进路38号,-,天津市 东丽区
39.1413881427,117.0018637297,39.1423617338,117.007963073,39.148727,117.014408,天津市西青区久安道四号,-,天津市 西青区
38.9367873593,117.3505299941,38.93778054,117.3569726602,38.94415,117.36339,天津市津南区S107(津港公路),-,天津市 津南区
39.2229042843,117.1285549622,39.224117809,117.1349922638,39.230342,117.141401,天津市北辰区北辰道389号,-,天津市 北辰区
39.3828890215,117.0376562022,39.3841080684,117.0439593934,39.389871,117.0506,天津市武清区雍阳西道118号,-,天津市 武清区
39.7161352977,117.3035709807,39.7174063351,117.3100029179,39.723194,117.316598,天津市宝坻区建设路116号,-,天津市 宝坻区
39.3296525359,117.8197822919,39.330702332,117.8260103812,39.336956,117.832396,天津市宁河县光明路72,-,天津市 宁河县
38.946472632,116.9680231745,38.9472403621,116.9739723141,38.953371,116.98047,天津市静海县,-,天津市 静海县
40.0443448694,117.4013082255,40.0457740815,117.4079922904,40.051508,117.414576,天津市蓟县府前街2号,-,天津市 蓟县
43.6497002814,122.2384510837,43.6520679685,122.2440086208,43.65798,122.250523,内蒙古自治区通辽市科尔沁区阿古拉大街,-,内蒙古自治区 通辽市
33.8459681353,115.7724290797,33.8445424779,115.7779866168,33.850642,115.784466,安徽省亳州市谯城区希夷大道365,-,安徽省 亳州市
28.9729624666,118.855210155,28.9698980664,118.8600059447,28.975546,118.866597,浙江省衢州市柯城区三江东路,-,浙江省 衢州市
31.6921263327,113.3767824964,31.690250466,113.3829944925,31.696516,113.389448,湖北省随州市曾都区迎宾大道9,-,湖北省 随州市
30.3302295769,113.4369989819,30.3278542571,113.4430661387,30.333588,113.449608,湖北省仙桃市仙桃市,-,湖北省 仙桃市
30.4048221365,112.8934436938,30.402106396,112.8990226886,30.408357,112.905477,湖北省潜江市潜江市章华南路18号,-,湖北省 潜江市
30.6656235057,113.1599663988,30.6633118438,113.1660120979,30.669621,113.172409,湖北省天门市天门市陆羽大道,-,湖北省 天门市
31.7467767011,110.6709234939,31.7445779622,110.6759875045,31.750497,110.682522,湖北省神农架林区神农架林区常青路51号,-,湖北省 神农架林区
35.0680120571,112.5960396589,35.0671559029,112.6019727052,35.072908,112.608578,河南省济源市济源市黄河大道辅路,-,河南省 济源市
22.5186702576,113.3875150108,22.5159794714,113.3929920816,22.522314,113.39942,广东省中山市中山市松苑路1号640房,-,广东省 中山市
19.2601244128,110.4696364409,19.2585038674,110.4740084416,19.264254,110.480545,海南省琼海市琼海市银海路,-,海南省 琼海市
19.5230176367,109.5769823445,19.5210458686,109.5809949292,19.527145,109.58746,海南省儋州市儋州市,-,海南省 儋州市
19.5449655264,110.7935600128,19.5431406039,110.7980017509,19.549062,110.804509,海南省文昌市文昌市惠民路,-,海南省 文昌市
18.7953445625,110.3885898855,18.793785541,110.3929940727,18.800107,110.399434,海南省万宁市万宁市G223(红专中路),-,海南省 万宁市
19.0972636864,108.6483784151,19.0954033159,108.651983304,19.101105,108.658567,海南省东方市东方市东府路,-,海南省 东方市
19.682939724,110.3545895849,19.6812022541,110.3589937721,19.68712,110.365533,海南省定安县定安县兴安大道,-,海南省 定安县
19.3532412804,110.0975956546,19.3516875204,110.1019998419,19.357375,110.108577,海南省屯昌县屯昌县,-,海南省 屯昌县
19.7403584315,110.0027596486,19.7384296339,110.0069707169,19.744349,110.013511,海南省澄迈县澄迈县文化北路108,-,海南省 澄迈县
19.9153446741,109.6868149486,19.9132213628,109.690977737,19.919475,109.697443,海南省临高县临高县,-,海南省 临高县
19.2267178167,109.4466970297,19.2251374963,109.450999293,19.231379,109.457471,海南省白沙黎族自治县白沙黎族自治县牙叉中路13,-,海南省 白沙黎族自治县
19.2995234494,109.0518896167,19.2979184886,109.0559773032,19.303998,109.062464,海南省昌江黎族自治县昌江黎族自治县,-,海南省 昌江黎族自治县
18.751440811,109.1698935437,18.7498001478,109.1740026879,18.755871,109.180508,海南省乐东黎族自治县乐东黎族自治县人民路2,-,海南省 乐东黎族自治县
18.5076526464,110.0337352354,18.5059993935,110.0379784901,18.512332,110.044464,海南省陵水黎族自治县陵水黎族自治县G223(建设路),-,海南省 陵水黎族自治县
18.6424654754,109.6928995186,18.6406560136,109.6969979341,18.64691,109.703482,海南省保亭黎族苗族自治县保亭黎族苗族自治县迎宾路,-,海南省 保亭黎族苗族自治县
19.0350519843,109.8339174008,19.0332416501,109.8380158162,19.039164,109.844511,海南省琼中黎族苗族自治县琼中黎族苗族自治县营根路93号,-,海南省 琼中黎族苗族自治县
23.7530838299,109.2166706177,23.7504521847,109.2209782454,23.756546,109.227455,广西壮族自治区来宾市兴宾区人民路1号,-,广西壮族自治区 来宾市
22.3799638979,107.360845747,22.3772059078,107.3649870777,22.383117,107.37152,广西壮族自治区崇左市江州区新城路1号,-,广西壮族自治区 崇左市
37.4993645003,105.1932045285,37.4999432975,105.1969918076,37.5057,105.203568,宁夏回族自治区中卫市沙坡头区政通东路5,-,宁夏回族自治区 中卫市
44.3048877185,86.0774462046,44.306123952,86.0802839817,44.311975,86.08689,新疆维吾尔自治区石河子市石河子市北四东路,-,新疆维吾尔自治区 石河子市
40.5468557348,81.2780012926,40.5474142407,81.2807800611,40.553264,81.287351,新疆维吾尔自治区阿拉尔市阿拉尔市,-,新疆维吾尔自治区 阿拉尔市
39.8644250995,79.0668042026,39.8649727642,79.069196733,39.87121,79.075615,新疆维吾尔自治区图木舒克市图木舒克市南湖北路3号,-,新疆维吾尔自治区 图木舒克市
44.1656376223,87.5403391424,44.1667074729,87.5433056656,44.172445,87.549933,新疆维吾尔自治区五家渠市五家渠市长征东街603,-,新疆维吾尔自治区 五家渠市
25.0373630708,121.5635373935,25.0373630708,121.5635373935,25.040797,121.573737,台湾省台北市信义区市府路1号,-,台湾省 台北市
22.6201744588,120.3122599495,22.6201744588,120.3122599495,22.623158,120.32277,台湾省高雄市苓雅区四维三路7号,-,台湾省 高雄市
25.131563253,121.74480599,25.131563253,121.74480599,25.134538,121.755292,台湾省基隆市中正区义一路1号,-,台湾省 基隆市
24.1637893497,120.6471350395,24.1637893497,120.6471350395,24.166601,120.657423,台湾省台中市西屯区台中港路二段97号,-,台湾省 台中市
22.9911601884,120.184984721,22.9911601884,120.184984721,22.994269,120.195592,台湾省台南市安平区,-,台湾省 台南市
24.8061907242,120.9689142088,24.8061907242,120.9689142088,24.809568,120.979146,台湾省新竹市东区中央路108号,-,台湾省 新竹市
23.4815678402,120.4536088008,23.4815678402,120.4536088008,23.485245,120.464091,台湾省嘉义市东区中山路199号,-,台湾省 嘉义市
29.5557180624,106.5652929634,29.5528529854,106.5689944118,29.559091,106.575442,重庆市渝中区二府衙38号院,-,重庆市 渝中区
29.4869998702,106.4780825171,29.48433827,106.4820039067,29.490107,106.488531,重庆市大渡口区文体路126号9楼,-,重庆市 大渡口区
29.6094530901,106.5703030845,29.6066034242,106.5740098974,29.612832,106.580418,重庆市江北区,-,重庆市 江北区
29.5435261566,106.4540266351,29.5409594694,106.4580231265,29.547193,106.464465,重庆市沙坪坝区凤天大道6号,-,重庆市 沙坪坝区
29.5049252931,106.5071789877,29.502184852,106.5110145466,29.507927,106.517555,重庆市九龙坡区西郊路27号,-,重庆市 九龙坡区
29.4993215148,106.6581958695,29.4964734142,106.6619938775,29.502684,106.668425,重庆市南岸区蔷薇路,-,重庆市 南岸区
29.8078621597,106.3916735567,29.8053905412,106.3957022346,29.811156,106.402284,重庆市北碚区双元大道196号,-,重庆市 北碚区
28.9134930989,106.9134352051,28.9101921433,106.9173029504,28.916489,106.92372,重庆市綦江区,-,重庆市 万盛区
29.4999069514,105.7832188517,29.4971569015,105.7868612915,29.502834,105.793425,重庆市大足区,-,重庆市 双桥区
29.7209999139,106.627262381,29.7181719979,106.6310013804,29.723928,106.63756,重庆市渝北区渝松路377-387,-,重庆市 渝北区
29.4051464114,106.5372653972,29.4022724171,106.541009761,29.408474,106.547451,重庆市巴南区龙海大道6号-8层,-,重庆市 巴南区
29.5358110477,108.7666150212,29.5331274259,108.7709923863,29.538813,108.777593,重庆市黔江区行署街712号,-,重庆市 黔江区
29.8602090903,107.0765176468,29.8577433608,107.0809808426,29.86352,107.08753,重庆市长寿区桃源西路,-,重庆市 长寿区
29.2930331995,106.2552407507,29.2901982048,106.2589958433,29.295884,106.265598,重庆市江津区怡然街10,-,重庆市 江津区
29.9750675397,106.2721850574,29.9724235559,106.2759884298,29.978181,106.28254,重庆市合川区希尔安大道中段,-,重庆市 合川区
29.3591442061,105.9235048204,29.3561612621,105.9269863277,29.362046,105.933504,重庆市永川区人民大道191号,-,重庆市 永川区
29.1605374457,107.0945594782,29.1577969504,107.0990012163,29.163478,107.105586,重庆市南川区新华路5号,-,重庆市 南川区
29.0312292695,106.6472619194,29.028053777,106.6510062832,29.034114,106.657484,重庆市綦江区中山路1号,-,重庆市 綦江县
30.1937786099,105.8374232798,30.1910199541,105.8410120755,30.197315,105.847401,重庆市潼南县正东街31,-,重庆市 潼南县
29.8469728732,106.053093202,29.8444464097,106.0569824051,29.85051,106.063453,重庆市铜梁县龙都大道48号,-,重庆市 铜梁县
29.7094985042,105.7183716774,29.7068054282,105.7219926596,29.713114,105.728403,重庆市大足区二环北路中段,-,重庆市 大足县
29.407978124,105.5916422177,29.4050153383,105.594994979,29.411308,105.601418,重庆市荣昌县人民路15号,-,重庆市 荣昌县
29.5949286758,106.223237654,29.5922559767,106.2270249331,29.598346,106.233475,重庆市璧山县中山南路323号,-,重庆市 璧山县
30.6568466942,107.7651538659,30.65432252,107.7696653415,30.660552,107.776099,重庆市梁平县桂西路,-,重庆市 梁平县
31.9499816145,108.6606255063,31.9476966008,108.6649867782,31.95339,108.671611,重庆市城口县土城路67,-,重庆市 城口县
29.865979631,107.7265523212,29.8633373757,107.7310101526,29.869412,107.737481,重庆市丰都县平都大道西段-53号,-,重庆市 丰都县
30.3301333624,107.3284417461,30.327600612,107.3329854082,30.333294,107.339567,重庆市垫江县,-,重庆市 垫江县
29.3285139928,107.7555710978,29.3257125697,107.7600021071,29.332027,107.766424,重庆市武隆县芙蓉路9号,-,重庆市 武隆县
30.301874309,108.0335031711,30.2993364102,108.0380146467,30.305268,108.04454,重庆市忠县广场西路,-,重庆市 忠县
31.1627822288,108.3883735747,31.1607258928,108.3929869742,31.166644,108.399496,重庆市开县永兴街1号,-,重庆市 开县
30.9329620156,108.6926078469,30.9305372081,108.6969744832,30.93661,108.703447,重庆市云阳县杏花路60号,-,重庆市 云阳县
31.0207070497,109.4589847076,31.0185325308,109.4640058029,31.024602,109.470474,重庆市奉节县县政路38号,-,重庆市 奉节县
31.0770466125,109.8742781901,31.0746161748,109.8790257001,31.080519,109.885545,重庆市巫山县广东东路88号,-,重庆市 巫山县
31.4009441913,109.5652371347,31.3986547617,109.5699900091,31.404879,109.576402,重庆市巫溪县,-,重庆市 巫溪县
30.0022362127,108.1094021423,29.9997974243,108.1139940841,30.006108,108.12041,重庆市石柱土家族自治县新开路22号,-,重庆市 石柱土家族自治县
28.4510347759,109.0025673149,28.4476576548,109.0069929598,28.453447,109.013578,重庆市秀山土家族苗族自治县,-,重庆市 秀山土家族苗族自治县
28.8444131173,108.7636779237,28.8412649954,108.7680070091,28.847039,108.774583,重庆市酉阳土家族苗族自治县和平路78号,-,重庆市 酉阳土家族苗族自治县
29.2963798219,108.1615501504,29.2936898536,108.1660079818,29.299461,108.172575,重庆市彭水苗族土家族自治县北门街201号,-,重庆市 彭水苗族土家族自治县
22.288134997,114.1479746259,22.288134997,114.1479746259,22.291342,114.159494,香港特别行政区中西区永乐街245,-,香港特别行政区 中西区
22.2707779575,114.1832686448,22.2707779575,114.1832686448,22.273695,114.194766,香港特别行政区湾仔区黄泥涌道,-,香港特别行政区 湾仔区
22.2841844307,114.2241797588,22.2841844307,114.2241797588,22.287684,114.235428,香港特别行政区东区太安街29号-3楼,-,香港特别行政区 东区
22.2488937031,114.1539870304,22.2488937031,114.1539870304,22.251947,114.165539,香港特别行政区南区南宁街第5座-地下6号铺,-,香港特别行政区 南区
22.3062567844,114.165294914,22.3062567844,114.165294914,22.309182,114.176817,香港特别行政区油尖旺区佐敦道,-,香港特别行政区 油尖旺区
22.3303583094,114.1532153997,22.3303583094,114.1532153997,22.333561,114.164764,香港特别行政区深水埗区东京街西tonkinstw,-,香港特别行政区 深水埗区
22.3171228843,114.1915563089,22.3171228843,114.1915563089,22.320098,114.203018,香港特别行政区九龙城区美光街22B,-,香港特别行政区 九龙城区
22.3414067047,114.1941235222,22.3414067047,114.1941235222,22.344517,114.20555,香港特别行政区黄大仙区正德街104号,-,香港特别行政区 黄大仙区
22.3133062535,114.2261644352,22.3133062535,114.2261644352,22.316802,114.237431,香港特别行政区观塘区同仁街6号,-,香港特别行政区 观塘区
22.3745914037,114.1149156008,22.3745914037,114.1149156008,22.378244,114.126445,香港特别行政区荃湾区青山公路346-～350号,-,香港特别行政区 荃湾区
22.3357499329,114.1094207298,22.3357499329,114.1094207298,22.33942,114.120975,香港特别行政区葵青区,-,香港特别行政区 葵青区
22.3855601688,114.1870902133,22.3855601688,114.1870902133,22.388522,114.198552,香港特别行政区沙田区上禾輋路1号,-,香港特别行政区 沙田区
22.301807373,114.3830558105,22.301807373,114.3830558105,22.305232,114.394457,香港特别行政区西贡区,-,香港特别行政区 西贡区
22.4788052361,114.3048586518,22.4788052361,114.3048586518,22.481765,114.316279,香港特别行政区大埔区,-,香港特别行政区 大埔区
22.4946476234,114.1379423542,22.4946476234,114.1379423542,22.498025,114.149487,香港特别行政区北区璧峰路3号,-,香港特别行政区 北区
22.4454262318,114.0269194518,22.4454262318,114.0269194518,22.448564,114.03851,香港特别行政区元朗区桥乐坊2号,-,香港特别行政区 元朗区
22.3758077387,113.950345805,22.3758077387,113.950345805,22.378576,113.961777,香港特别行政区屯门区,-,香港特别行政区 屯门区
22.2214307546,114.0192655311,22.2214307546,114.0192655311,22.224766,114.030792,香港特别行政区离岛区,-,香港特别行政区 离岛区
22.1623185622,113.5778860921,22.1623185622,113.5778860921,22.165007,113.589464,澳门特别行政区氹仔,-,澳门特别行政区 澳门
22.5451853085,114.1049473445,22.5424858085,114.1100403445,22.548837,114.116487,广东省深圳市罗湖区深南东路5002号,-,海外省 海外地市
45.0413977389,84.395219491,45.0425273168,84.3981377344,45.048499,84.404678,新疆维吾尔自治区塔城地区乌苏市健康街,-,新疆维吾尔自治区 第一师
46.2967584954,84.6505742481,46.2973960714,84.6530311516,46.303153,84.659654,新疆维吾尔自治区塔城地区额敏县育才街,-,新疆维吾尔自治区 第二师
44.243602231,85.8914658317,44.2445092183,85.8938798198,44.250534,85.90035,新疆维吾尔自治区塔城地区沙湾县,-,新疆维吾尔自治区 第三师
