"ID","PRONAME","LXTIME","LX_YEAR","LX_QUARTER","LX_MONTH","YJQDTIME","YJQD_YEAR","YJQD_QUARTER","YJQD_MONTH","JXDATE","GROUP_ID","GROUP_NAME","FIRST_DEPT_ID","FIRST_DEPT","PROVINCE","CITY","PROCODE","ISQIANDAN","CJL","YJHTE","ETL_TIME","BIGDATA","JS_TYPE"
"6689","2019杭州市公安局西湖分局非锐安产品一期(P20191347.01)","2019/5/7 15:18:41","2019","2","2019-05","2019/9/26","2019","3","2019-09","","476","代表处","456","浙江代表处","浙江","杭州市","P20191347","0","50","470","2019/8/5 14:02:03","非大数据项目","预计合同额"
"6691","2019云南省公安厅视频大数据综合应用平台一期(P20191351.01)","2019/5/7 10:47:02","2019","2","2019-05","2019/8/30","2019","3","2019-08","","476","代表处","465","云南代表处","云南","昆明市","P20191351","0","50","578","2019/8/5 14:02:03","WA大数据","预计合同额"
"6694","2019云浮市公安局ATCA型分流设备-10G平台产品一期(P20191356.01)","2019/5/5 16:03:17","2019","2","2019-05","2019/9/28","2019","3","2019-09","","476","代表处","446","广东代表处","广东","云浮市","P20191356","0","80","8","2019/8/5 14:02:03","非大数据项目","预计合同额"
"6696","2019中国联合网络通信有限公司上海市分公司ATCA型分流设备-100G平台产品一期(P20191359.01)","2019/5/7 14:31:31","2019","2","2019-05","2019/7/31","2019","3","2019-07","","476","代表处","460","上海代表处","上海","浦东新区","P20191359","0","0","650","2019/8/5 14:02:03","非大数据项目","预计合同额"
"6697","2019福建省公安厅督察总队重要活动区域交通态势分析和优化平台二期(P20191360.01)","2019/4/27 13:38:58","2019","2","2019-04","2019/8/20","2019","3","2019-08","","476","代表处","473","福建代表处","福建","福州市","P20191360","0","50","460","2019/8/5 14:02:03","BG大数据","预计合同额"
"6699","2019东莞市公安局塘厦分局售后服务一期(P20191362.01)","2019/5/8 15:26:46","2019","2","2019-05","2019/7/12","2019","3","2019-07","","476","代表处","446","广东代表处","广东","东莞市","P20191362","0","100","38.9","2019/8/5 14:02:03","非大数据项目","预计合同额"
"6703","2019黄岩区公安分局互联网管理综合应用系统一期(P20191366.01)","2019/5/8 14:31:15","2019","2","2019-05","2019/8/9","2019","3","2019-08","","476","代表处","456","浙江代表处","浙江","台州市","P20191366","0","100","122.44","2019/8/5 14:02:03","WA大数据","预计合同额"
"6704","2019福建省柘荣县公安局DWC设备一期(P20191372.01)","2019/5/8 14:39:07","2019","2","2019-05","2019/8/30","2019","3","2019-08","","476","代表处","473","福建代表处","福建","宁德市","P20191372","0","50","19.8","2019/8/5 14:02:03","非大数据项目","预计合同额"
"6705","2019铜仁市公安局DWC设备一期(P20191373.01)","2019/4/30 17:10:38","2019","2","2019-04","2019/9/30","2019","3","2019-09","","476","代表处","470","贵州代表处","贵州","铜仁地区","P20191373","0","50","200","2019/8/5 14:02:03","非大数据项目","预计合同额"
"6706","2019重庆市垫江县公安局视频大数据综合应用平台一期(P20191376.01)","2019/5/9 16:11:13","2019","2","2019-05","2019/9/25","2019","3","2019-09","","476","代表处","462","重庆代表处","重庆","垫江县","P20191376","0","70","530","2019/8/5 14:02:03","雪亮工程","预计合同额"
"6707","2019淮北市公安局网络安全支队WZPT一期(P20191384.01)","2019/5/7 11:16:02","2019","2","2019-05","2019/8/31","2019","3","2019-08","","476","代表处","468","安徽代表处","安徽","淮北市","P20191384","0","50","1500","2019/8/5 14:02:03","WA大数据","预计合同额"
"6711","2019中国联合网络通信有限公司北京市分公司正交分流设备-100G平台产品二期(P20191399.01)","2019/5/10 16:36:33","2019","2","2019-05","2019/8/31","2019","3","2019-08","","476","代表处","447","北京代表处","北京","西城区","P20191399","0","60","300","2019/8/5 14:02:03","非大数据项目","预计合同额"
"6714","2019河北省公安厅JZ综合应用平台2.0一期(P20191404.01)","2019/5/12 12:16:22","2019","2","2019-05","2019/9/30","2019","3","2019-09","","476","代表处","451","河北代表处","河北","石家庄市","P20191404","0","20","2000","2019/8/5 14:02:03","JZ大数据","预计合同额"
"6715","2019安全可靠工作委员会U型分流设备-10GE分流设备一期(P20191406.01)","2019/5/10 18:29:46","2019","2","2019-05","2019/9/30","2019","3","2019-09","","482","网络安全与信息技术装备事业群","95","第一事业部","北京","海淀区","P20191406","0","40","30","2019/8/5 14:02:03","交管大数据-信息BG","预计合同额"
"6716","2019广西自治区百色市公安局JZ支队JZ综合应用平台2.0一期(P20191408.01)","2019/5/9 15:39:20","2019","2","2019-05","2019/9/2","2019","3","2019-09","","402","大数据服务与解决方案事业群","254","第五事业部","广西","百色市","P20191408","0","50","3500","2019/8/5 14:02:03","JZ大数据","预计合同额"
"6718","2019贵阳市公安局科信大数据治理和服务平台一期(P20191414.01)","2019/5/10 11:47:26","2019","2","2019-05","2019/8/31","2019","3","2019-08","","476","代表处","470","贵州代表处","贵州","贵阳市","P20191414","0","40","480","2019/8/5 14:02:03","KX大数据","预计合同额"
"6720","2019北京华热科技发展有限公司U型分流设备-10GE分流设备一期(P20191422.01)","2019/5/14 15:11:01","2019","2","2019-05","2019/9/30","2019","3","2019-09","","482","网络安全与信息技术装备事业群","95","第一事业部","北京","朝阳区","P20191422","0","80","5.6","2019/8/5 14:02:03","交管大数据-信息BG","预计合同额"
"6721","2019中国电信集团有限公司浙江分公司非锐安产品一期(P20191423.01)","2019/5/14 16:00:59","2019","2","2019-05","2019/8/20","2019","3","2019-08","","476","代表处","456","浙江代表处","浙江","杭州市","P20191423","0","25","420","2019/8/5 14:02:03","非大数据项目","预计合同额"
"6724","2019甘肃省公安厅G**B总队GB数据平台一期(P20191427.01)","2019/5/15 10:16:06","2019","2","2019-05","2019/9/30","2019","3","2019-09","","476","代表处","454","甘肃代表处","甘肃","兰州市","P20191427","0","80","200","2019/8/5 14:02:03","GB大数据","预计合同额"
"6735","2019肇庆市公安局QQ云平台一期(P20191441.01)","2019/5/15 12:18:21","2019","2","2019-05","2019/9/30","2019","3","2019-09","","476","代表处","446","广东代表处","广东","肇庆市","P20191441","0","70","19.8","2019/8/5 14:02:03","非大数据项目","预计合同额"
"6736","2019德州市公安局运河经济开发区分局QZ实验室一期(P20191442.01)","2019/5/15 12:42:41","2019","2","2019-05","2019/7/15","2019","3","2019-07","","476","代表处","448","山东代表处","山东","德州市","P20191442","0","80","20","2019/8/5 14:02:03","非大数据项目","预计合同额"
"6738","2019吐鲁番市公安局技侦支队DWC设备一期(P20191451.01)","2019/5/14 20:50:24","2019","2","2019-05","2019/9/30","2019","3","2019-09","","476","代表处","457","新疆代表处","新疆","吐鲁番地区","P20191451","0","50","80","2019/8/5 14:02:03","JZ大数据","预计合同额"
"6743","2019长治市公安局WZPT二期(P20191462.01)","2019/5/20 9:33:43","2019","2","2019-05","2019/9/30","2019","3","2019-09","","476","代表处","474","山西代表处","山西","长治市","P20191462","0","40","1700","2019/8/5 14:02:03","非大数据项目","预计合同额"
"6745","2019湖南省公安厅JZ综合应用平台2.0一期(P20191463.01)","2019/5/16 14:48:04","2019","2","2019-05","2019/9/30","2019","3","2019-09","","476","代表处","453","湖南代表处","湖南","长沙市","P20191463","0","30","3000","2019/8/5 14:02:03","JZ大数据","预计合同额"
"6750","2019济南坤东信息技术有限公司单向光闸一期(P20191469.01)","2019/5/16 16:26:33","2019","2","2019-05","2019/7/17","2019","3","2019-07","","476","代表处","445","湖北代表处","湖北","孝感市","P20191469","0","70","4.8","2019/8/5 14:02:03","WA大数据","预计合同额"
"6751","2019中国联合网络通信有限公司宁夏回族自治区分公司非锐安产品一期(P20191474.01)","2019/5/20 19:18:55","2019","2","2019-05","2019/7/31","2019","3","2019-07","","476","代表处","471","宁夏代表处","宁夏","银川市","P20191474","0","0","1","2019/8/5 14:02:03","非大数据项目","预计合同额"
"6754","2019长沙市荣辉网络科技有限公司WZPT三期(P20191487.01)","2019/5/21 13:29:54","2019","2","2019-05","2019/9/30","2019","3","2019-09","","476","代表处","453","湖南代表处","湖南","长沙市","P20191487","0","40","1500","2019/8/5 14:02:03","WA大数据","预计合同额"
"6756","2019韶关市公安局非锐安产品二期(P20191490.01)","2019/5/17 19:34:23","2019","2","2019-05","2019/9/30","2019","3","2019-09","","476","代表处","446","广东代表处","广东","韶关市","P20191490","0","70","48","2019/8/5 14:02:03","非大数据项目","预计合同额"
"6762","2019中卫市中医院非锐安产品一期(P20191509.01)","2019/5/23 10:41:09","2019","2","2019-05","2019/7/15","2019","3","2019-07","","476","代表处","471","宁夏代表处","宁夏","中卫市","P20191509","0","30","300","2019/8/5 14:02:03","非大数据项目","预计合同额"
"6764","2019北京中科金财科技股份有限公司单向光闸一期(P20191514.01)","2019/5/23 17:35:36","2019","2","2019-05","2019/8/12","2019","3","2019-08","","476","代表处","456","浙江代表处","浙江","杭州市","P20191514","1","100","30","2019/8/5 14:02:03","交管大数据","预计合同额"
"6765","2019泉州市公安局DWC设备一期(P20191515.01)","2019/5/23 16:58:01","2019","2","2019-05","2019/7/19","2019","3","2019-07","","476","代表处","473","福建代表处","福建","泉州市","P20191515","0","50","85","2019/8/5 14:02:03","非大数据项目","预计合同额"
"6767","2019甘肃省公安厅PC台式机一期(P20191518.01)","2019/5/22 23:29:41","2019","2","2019-05","2019/7/31","2019","3","2019-07","","476","代表处","454","甘肃代表处","甘肃","兰州市","P20191518","0","30","100","2019/8/5 14:02:03","非大数据项目","预计合同额"
"6768","2019武汉光迅科技股份有限公司ATCA型分流设备-100G平台产品一期(P20191519.01)","2019/5/24 16:03:52","2019","2","2019-05","2019/8/30","2019","3","2019-08","","482","网络安全与信息技术装备事业群","95","第一事业部","湖北","武汉市","P20191519","1","90","30","2019/8/5 14:02:03","交管大数据","预计合同额"
"6770","2019中国移动通信集团湖南有限公司ATCA型分流设备-10G平台产品一期(P20191527.01)","2019/5/24 16:05:09","2019","2","2019-05","2019/9/30","2019","3","2019-09","","476","代表处","453","湖南代表处","湖南","长沙市","P20191527","0","30","450","2019/8/5 14:02:03","非大数据项目","预计合同额"
"6771","2019北京东方网信科技有限公司ATCA型分流设备-100G平台产品一期(P20191528.01)","2019/5/24 11:15:17","2019","2","2019-05","2019/9/27","2019","3","2019-09","","482","网络安全与信息技术装备事业群","95","第一事业部","北京","海淀区","P20191528","0","60","50","2019/8/5 14:02:03","交管大数据-信息BG","预计合同额"
"6772","2019呼和浩特市回民区公安分局黑匣子系统一期(P20191543.01)","2019/5/27 15:56:31","2019","2","2019-05","2019/9/30","2019","3","2019-09","","476","代表处","449","内蒙代表处","内蒙古","呼和浩特市","P20191543","0","70","16.9","2019/8/5 14:02:03","非大数据","预计合同额"
"6773","2019内蒙古昌茂网络科技有限公司黑匣子系统一期(P20191544.01)","2019/5/27 16:00:19","2019","2","2019-05","2019/7/31","2019","3","2019-07","","476","代表处","449","内蒙代表处","内蒙古","呼和浩特市","P20191544","0","60","33.8","2019/8/5 14:02:03","非大数据","预计合同额"
"6775","2019玉环县公安局互联网管理综合应用系统一期(P20191548.01)","2019/5/28 12:55:40","2019","2","2019-05","2019/8/28","2019","3","2019-08","","476","代表处","456","浙江代表处","浙江","台州市","P20191548","0","30","300","2019/8/5 14:02:03","WA大数据","预计合同额"
"6776","2019金华市公安局视频大数据综合应用平台一期(P20191549.01)","2019/5/28 13:29:23","2019","2","2019-05","2019/7/1","2019","3","2019-07","","476","代表处","456","浙江代表处","浙江","金华市","P20191549","0","50","380","2019/8/5 14:02:03","KX大数据","预计合同额"
"6779","2019海军航空大学青岛校区数据采集分析系统一期(P20191552.01)","2019/5/29 10:36:50","2019","2","2019-05","2019/7/31","2019","3","2019-07","","482","网络安全与信息技术装备事业群","322","第七事业部","山东","青岛市","P20191552","0","50","30","2019/8/5 14:02:03","非大数据","预计合同额"
"6780","2019陕西省公安厅非锐安产品一期(P20191553.01)","2019/5/29 10:00:25","2019","2","2019-05","2019/7/31","2019","3","2019-07","","476","代表处","450","陕西代表处","陕西","西安市","P20191553","0","1","240","2019/8/5 14:02:03","WA大数据","预计合同额"
"6781","2019烟台市核电分局互联网管理综合应用系统一期(P20191563.01)","2019/5/29 14:47:17","2019","2","2019-05","2019/7/3","2019","3","2019-07","","476","代表处","448","山东代表处","山东","烟台市","P20191563","1","100","2","2019/8/5 14:02:03","非大数据项目","预计合同额"
"6782","2019台州市保密局重点SM单位监测平台一期(P20191565.01)","2019/5/28 12:48:23","2019","2","2019-05","2019/9/29","2019","3","2019-09","","476","代表处","456","浙江代表处","浙江","台州市","P20191565","0","30","400","2019/8/5 14:02:03","","预计合同额"
"6783","2019浙江省应急管理厅应急管理产品 一期(P20191566.01)","2019/5/25 13:14:34","2019","2","2019-05","2019/9/20","2019","3","2019-09","","476","代表处","456","浙江代表处","浙江","杭州市","P20191566","0","30","800","2019/8/5 14:02:03","应急指挥大数据","预计合同额"
"6784","2019安徽力翰科技有限公司单向光闸一期(P20191567.01)","2019/5/27 18:29:42","2019","2","2019-05","2019/7/31","2019","3","2019-07","","476","代表处","468","安徽代表处","安徽","合肥市","P20191567","0","80","19","2019/8/5 14:02:03","其他大数据","预计合同额"
"6785","2019重庆市奉节县公安局数据获取产品一期(P20191568.01)","2019/5/29 16:43:26","2019","2","2019-05","2019/7/10","2019","3","2019-07","","476","代表处","462","重庆代表处","重庆","奉节县","P20191568","0","60","52","2019/8/5 14:02:03","非大数据项目","预计合同额"
"6788","2019内蒙古锡林郭勒盟西乌珠穆沁旗公安局TZZC武器一期(P20191582.01)","2019/5/30 12:18:49","2019","2","2019-05","2019/7/30","2019","3","2019-07","","476","代表处","449","内蒙代表处","内蒙古","锡林郭勒盟","P20191582","1","90","7","2019/8/5 14:02:03","非大数据项目","预计合同额"
"6795","2019东莞市公安局售后服务一期(P20191598.01)","2019/5/31 14:20:22","2019","2","2019-05","2019/7/31","2019","3","2019-07","","476","代表处","446","广东代表处","广东","东莞市","P20191598","0","100","49","2019/8/5 14:02:03","非大数据","预计合同额"
"6796","2019保定市公安局互联网信息综合监管平台一期(P20191604.01)","2019/6/3 13:29:30","2019","2","2019-06","2019/9/30","2019","3","2019-09","","476","代表处","451","河北代表处","河北","保定市","P20191604","0","50","1800","2019/8/5 14:02:03","非大数据","预计合同额"
"6797","2019秦皇岛市公安局QZ实验室二期(P20191605.01)","2019/6/3 13:42:59","2019","2","2019-06","2019/7/30","2019","3","2019-07","","476","代表处","451","河北代表处","河北","秦皇岛市","P20191605","0","80","12.5","2019/8/5 14:02:03","非大数据","预计合同额"
"6798","2019迪庆州公安局WZPT一期(P20191608.01)","2019/5/29 17:05:48","2019","2","2019-05","2019/9/25","2019","3","2019-09","","476","代表处","465","云南代表处","云南","迪庆藏族自治州","P20191608","0","66","260","2019/8/5 14:02:03","非大数据","预计合同额"
"6799","2019东莞市公安局隧道数据分析平台一期(P20191609.01)","2019/6/3 11:23:09","2019","2","2019-06","2019/9/30","2019","3","2019-09","","476","代表处","446","广东代表处","广东","东莞市","P20191609","0","50","230","2019/8/5 14:02:03","非大数据","预计合同额"
"6800","2019甘肃省公安厅网上督察系统三期(P20191614.01)","2019/5/30 16:58:09","2019","2","2019-05","2019/8/30","2019","3","2019-08","","476","代表处","454","甘肃代表处","甘肃","兰州市","P20191614","0","30","300","2019/8/5 14:02:03","非大数据","预计合同额"
"6801","2019柳州市公安局WZPT一期(P20191616.01)","2019/6/4 11:25:13","2019","2","2019-06","2019/8/16","2019","3","2019-08","","476","代表处","452","广西代表处","广西","柳州市","P20191616","0","0","1500","2019/8/5 14:02:03","WA大数据","预计合同额"
"6802","2019南昌市公安局科信大数据治理和服务平台一期(P20191622.01)","2019/6/3 16:41:09","2019","2","2019-06","2019/9/30","2019","3","2019-09","","476","代表处","467","江西代表处","江西","南昌市","P20191622","0","50","2905.21","2019/8/5 14:02:03","KX大数据","预计合同额"
"7032","2019杭州佩安科技有限公司PC台式机一期(P20192116.01)","2019/8/2 17:12:25","2019","3","2019-08","2019/8/30","2019","3","2019-08","","476","代表处","456","浙江代表处","浙江","杭州市","P20192116","0","80","7","2019/8/5 14:02:03","非大数据","预计合同额"
"7033","2019中华人民共和国公安部科信大数据治理和服务平台一期(P20192124.01)","2019/8/1 11:59:17","2019","3","2019-08","2019/9/1","2019","3","2019-09","","402","大数据服务与解决方案事业群","346","第十一事业部","北京","东城区","P20192124","0","60","577","2019/8/5 14:02:03","KX大数据","预计合同额"
"7034","2019黑龙江省黑河市公安局爱辉分局ZC装备一期(P20192125.01)","2019/8/5 11:19:01","2019","3","2019-08","2019/8/30","2019","3","2019-08","","476","代表处","466","黑龙江代表处","黑龙江","黑河市","P20192125","0","100","40","2019/8/5 14:02:03","其他大数据","预计合同额"
"1336","2014年内蒙古公安厅互联网4G建设工程(P20140094.01)","2014/2/20","2014","1","2014-02","2019/9/24","2019","3","2019-09","","476","代表处","449","内蒙代表处","内蒙古","呼和浩特市","P20140094","0","60","150","2019/8/5 14:02:03","非大数据项目","未签单合同额"
"2495","2015湖北武汉市武汉铁路公安局TM12(P20152261.01)","2015/8/3","2015","3","2015-08","2019/8/22","2019","3","2019-08","","476","代表处","445","湖北代表处","湖北","武汉市","P20152261","0","60","200","2019/8/5 14:02:03","非大数据项目","未签单合同额"
"3095","2016广西梧州市梧州SXGXA电信xx1系统升级二期(P20163136.01)","2016/2/23","2016","1","2016-02","2019/8/31","2019","3","2019-08","","476","代表处","452","广西代表处","广西","梧州市","P20163136","0","90","100","2019/8/5 14:02:03","非大数据项目","未签单合同额"
"3514","2016湖南湘潭市湘潭SXGXAZK系统扩容三期(P20164525.01)","2016/7/1 10:43:57","2016","3","2016-07","2019/8/30","2019","3","2019-08","","476","代表处","453","湖南代表处","湖南","湘潭市","P20164525","0","90","1450","2019/8/5 14:02:03","非大数据项目","未签单合同额"
"3674","2016北京东城区北京SXGXA3GZ**K系统扩容一期(P20165051.01)","2016/8/25 13:20:33","2016","3","2016-08","2019/9/30","2019","3","2019-09","","402","大数据服务与解决方案事业群","262","网安事业部","北京","东城区","P20165051","0","40","200","2019/8/5 14:02:03","非大数据项目","未签单合同额"
"3842","2016北京东城区公安部第十一局十三五大数据一期(P20165394.01)","2016/9/29 14:56:41","2016","3","2016-09","2019/9/30","2019","3","2019-09","","402","大数据服务与解决方案事业群","262","网安事业部","北京","东城区","P20165394","0","80","1800","2019/8/5 14:02:03","WA大数据","未签单合同额"
"3867","2016北京东城区北京市互联网信息办公室网信平台四期(P20165465.01)","2016/10/12 12:12:27","2016","4","2016-10","2019/9/27","2019","3","2019-09","","402","大数据服务与解决方案事业群","125","第四事业部","北京","东城区","P20165465","0","60","8000","2019/8/5 14:02:03","网信大数据","未签单合同额"
"3885","2016湖南岳阳市岳阳SXGXAWZPT升级项目二期(P20165500.01)","2016/10/17 15:34:41","2016","4","2016-10","2019/7/26","2019","3","2019-07","","476","代表处","453","湖南代表处","湖南","岳阳市","P20165500","0","70","300","2019/8/5 14:02:03","非大数据项目","未签单合同额"
"4153","2016湖北咸宁市咸宁SXGXAHXZ一期(P20165924.01)","2016/12/6","2016","4","2016-12","2019/9/20","2019","3","2019-09","","476","代表处","445","湖北代表处","湖北","咸宁市","P20165924","0","100","13.3874","2019/8/5 14:02:03","非大数据项目","未签单合同额"
"4335","2017湖北十堰市十堰SXGXATM1一期(P20176251.01)","2017/2/7","2017","1","2017-02","2019/9/30","2019","3","2019-09","","476","代表处","445","湖北代表处","湖北","十堰市","P20176251","0","70","400","2019/8/5 14:02:03","非大数据项目","未签单合同额"
"4421","2017广东清远市清远SXGXA XX1系统扩容及WZPT升级项目一期(P20176410.01)","2017/3/2","2017","1","2017-03","2019/9/25","2019","3","2019-09","","476","代表处","446","广东代表处","广东","清远市","P20176410","0","50","800","2019/8/5 14:02:03","非大数据项目","未签单合同额"
"4460","2017内蒙古包头市包头SXGXA昆都仑区分局DWC一期(P20176508.01)","2017/3/14","2017","1","2017-03","2019/9/30","2019","3","2019-09","","476","代表处","449","内蒙代表处","内蒙古","包头市","P20176508","0","60","100","2019/8/5 14:02:03","非大数据项目","未签单合同额"
"4620","2017广西梧州市梧州SXGXA4G DWC一期(P20176911.01)","2017/5/3","2017","2","2017-05","2019/8/31","2019","3","2019-08","","476","代表处","452","广西代表处","广西","梧州市","P20176911","0","50","100","2019/8/5 14:02:03","非大数据项目","未签单合同额"
"4688","2017河南南阳市南阳SXGXAwz平台三期(P20177075.01)","2017/6/7","2017","2","2017-06","2019/9/30","2019","3","2019-09","","476","代表处","459","河南代表处","河南","南阳市","P20177075","0","50","500","2019/8/5 14:02:03","非大数据项目","未签单合同额"
"4852","2017贵州遵义市播州区公安局DWC一期(P20177470.01)","2017/8/9","2017","3","2017-08","2019/7/31","2019","3","2019-07","","476","代表处","470","贵州代表处","贵州","遵义市","P20177470","0","60","150","2019/8/5 14:02:03","非大数据项目","未签单合同额"
"4859","2017四川绵阳市绵阳SXGXAWZPT升级通用设备三期(P20177472.01)","2017/8/10 11:13:36","2017","3","2017-08","2019/9/20","2019","3","2019-09","","476","代表处","455","四川代表处","四川","绵阳市","P20177472","0","60","230","2019/8/5 14:02:03","非大数据项目","未签单合同额"
"4916","2017湖北荆州市荆州SXGXAWZPT一期(P20177569.01)","2017/8/29","2017","3","2017-08","2019/9/18","2019","3","2019-09","","476","代表处","445","湖北代表处","湖北","荆州市","P20177569","0","70","400","2019/8/5 14:02:03","非大数据项目","未签单合同额"
"4942","2017湖北仙桃市仙桃SXGXAWZPT二期(P20177609.01)","2017/9/7 15:40:17","2017","3","2017-09","2019/9/30","2019","3","2019-09","","476","代表处","445","湖北代表处","湖北","仙桃市","P20177609","0","70","450","2019/8/5 14:02:03","非大数据项目","未签单合同额"
"4960","2017河北邢台市邢台市公安局wz三期(P20177662.01)","2017/9/15","2017","3","2017-09","2019/9/30","2019","3","2019-09","","476","代表处","451","河北代表处","河北","邢台市","P20177662","0","90","900","2019/8/5 14:02:03","非大数据项目","未签单合同额"
"5014","2017内蒙古呼和浩特市内蒙古自治区公安厅WZPT一期(P20177727.01)","2017/9/29","2017","3","2017-09","2019/9/30","2019","3","2019-09","","476","代表处","449","内蒙代表处","内蒙古","呼和浩特市","P20177727","0","80","1500","2019/8/5 14:02:03","非大数据项目","未签单合同额"
"5030","2017湖南怀化市怀化SXGXAWZPT三期(P20177770.01)","2017/10/15","2017","4","2017-10","2019/9/30","2019","3","2019-09","","476","代表处","453","湖南代表处","湖南","怀化市","P20177770","0","95","1970","2019/8/5 14:02:03","非大数据项目","未签单合同额"
"5050","2017陕西西安市陕西SHGXAXTWZPT二期(P20177793.01)","2017/10/19","2017","4","2017-10","2019/8/8","2019","3","2019-08","","476","代表处","450","陕西代表处","陕西","西安市","P20177793","0","100","36.9","2019/8/5 14:02:03","非大数据项目","未签单合同额"
"5257","2017山西太原市中国联合网络通信有限公司山西省分公司ATCA型分流设备-100G平台产品一期(P20178110.01)","2017/12/15 17:02:33","2017","4","2017-12","2019/9/30","2019","3","2019-09","","482","网络安全与信息技术装备事业群","95","第一事业部","山西","太原市","P20178110","0","30","600","2019/8/5 14:02:03","非大数据项目","未签单合同额"
"5263","2017陕西西安市陕西SHGXAXTWZPT二期(P20178139.01)","2017/12/18","2017","4","2017-12","2019/9/30","2019","3","2019-09","","476","代表处","450","陕西代表处","陕西","西安市","P20178139","0","100","36.9","2019/8/5 14:02:03","非大数据项目","未签单合同额"
"5283","2017四川德阳市德阳SXGXAWZPT三期(P20178152.01)","2017/12/21 15:46:11","2017","4","2017-12","2019/9/30","2019","3","2019-09","","476","代表处","455","四川代表处","四川","德阳市","P20178152","0","60","300","2019/8/5 14:02:03","非大数据项目","未签单合同额"
"5298","2017湖北黄石市黄石市公安局WZPT一期(P20178194.01)","2017/12/27","2017","4","2017-12","2019/8/29","2019","3","2019-08","","476","代表处","445","湖北代表处","湖北","黄石市","P20178194","0","50","8","2019/8/5 14:02:03","非大数据项目","未签单合同额"
"5310","2017四川达州市达州SXGXAWZPT三期(P20178207.01)","2017/12/28 8:25:03","2017","4","2017-12","2019/9/30","2019","3","2019-09","","476","代表处","455","四川代表处","四川","达州市","P20178207","0","60","400","2019/8/5 14:02:03","非大数据项目","未签单合同额"
"5316","2018湖南岳阳市岳阳SXGXAWZPT一期(P20188248.01)","2018/1/3 9:04:50","2018","1","2018-01","2019/9/30","2019","3","2019-09","","476","代表处","453","湖南代表处","湖南","岳阳市","P20188248","0","90","180","2019/8/5 14:02:03","非大数据项目","未签单合同额"
"3514","2016湖南湘潭市湘潭SXGXAZK系统扩容三期(P20164525.01)","2016/7/1 10:43:57","2016","3","2016-07","2019/8/30","2019","3","2019-08","","476","代表处","453","湖南代表处","湖南","湘潭市","P20164525","0","90","1305","2019/8/5 14:02:04","非大数据项目","概率合同额"
"3674","2016北京东城区北京SXGXA3GZ**K系统扩容一期(P20165051.01)","2016/8/25 13:20:33","2016","3","2016-08","2019/9/30","2019","3","2019-09","","402","大数据服务与解决方案事业群","262","网安事业部","北京","东城区","P20165051","0","40","80","2019/8/5 14:02:04","非大数据项目","概率合同额"
"3842","2016北京东城区公安部第十一局十三五大数据一期(P20165394.01)","2016/9/29 14:56:41","2016","3","2016-09","2019/9/30","2019","3","2019-09","","402","大数据服务与解决方案事业群","262","网安事业部","北京","东城区","P20165394","0","80","1440","2019/8/5 14:02:04","WA大数据","概率合同额"
"3867","2016北京东城区北京市互联网信息办公室网信平台四期(P20165465.01)","2016/10/12 12:12:27","2016","4","2016-10","2019/9/27","2019","3","2019-09","","402","大数据服务与解决方案事业群","125","第四事业部","北京","东城区","P20165465","0","60","4800","2019/8/5 14:02:04","网信大数据","概率合同额"
"3885","2016湖南岳阳市岳阳SXGXAWZPT升级项目二期(P20165500.01)","2016/10/17 15:34:41","2016","4","2016-10","2019/7/26","2019","3","2019-07","","476","代表处","453","湖南代表处","湖南","岳阳市","P20165500","0","70","210","2019/8/5 14:02:04","非大数据项目","概率合同额"
"4153","2016湖北咸宁市咸宁SXGXAHXZ一期(P20165924.01)","2016/12/6","2016","4","2016-12","2019/9/20","2019","3","2019-09","","476","代表处","445","湖北代表处","湖北","咸宁市","P20165924","0","100","13.3874","2019/8/5 14:02:04","非大数据项目","概率合同额"
"4335","2017湖北十堰市十堰SXGXATM1一期(P20176251.01)","2017/2/7","2017","1","2017-02","2019/9/30","2019","3","2019-09","","476","代表处","445","湖北代表处","湖北","十堰市","P20176251","0","70","280","2019/8/5 14:02:04","非大数据项目","概率合同额"
"4421","2017广东清远市清远SXGXA XX1系统扩容及WZPT升级项目一期(P20176410.01)","2017/3/2","2017","1","2017-03","2019/9/25","2019","3","2019-09","","476","代表处","446","广东代表处","广东","清远市","P20176410","0","50","400","2019/8/5 14:02:04","非大数据项目","概率合同额"
"4460","2017内蒙古包头市包头SXGXA昆都仑区分局DWC一期(P20176508.01)","2017/3/14","2017","1","2017-03","2019/9/30","2019","3","2019-09","","476","代表处","449","内蒙代表处","内蒙古","包头市","P20176508","0","60","60","2019/8/5 14:02:04","非大数据项目","概率合同额"
"4620","2017广西梧州市梧州SXGXA4G DWC一期(P20176911.01)","2017/5/3","2017","2","2017-05","2019/8/31","2019","3","2019-08","","476","代表处","452","广西代表处","广西","梧州市","P20176911","0","50","50","2019/8/5 14:02:04","非大数据项目","概率合同额"
"4688","2017河南南阳市南阳SXGXAwz平台三期(P20177075.01)","2017/6/7","2017","2","2017-06","2019/9/30","2019","3","2019-09","","476","代表处","459","河南代表处","河南","南阳市","P20177075","0","50","250","2019/8/5 14:02:04","非大数据项目","概率合同额"
"4852","2017贵州遵义市播州区公安局DWC一期(P20177470.01)","2017/8/9","2017","3","2017-08","2019/7/31","2019","3","2019-07","","476","代表处","470","贵州代表处","贵州","遵义市","P20177470","0","60","90","2019/8/5 14:02:04","非大数据项目","概率合同额"
